"gene_id","gene_name","1373-liver","1373-lung","1394-liver","1394-lung","1398-liver","1398-lung","1399-liver","1399-lung","1548-lung","6843-liver","6843-lung","6844-liver","6844-lung","997-lung"
"ENSMUSG00000000001","Gnai3",86.36967,122.180978,103.642487,95.362351,106.433422,17.602539,79.866999,89.585354,100.456467,83.817204,87.839847,77.748958,110.510533,105.005556
"ENSMUSG00000000003","Pbsn",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000000028","Cdc45",56.911285,54.731095,73.953523,36.760373,48.752037,18.879832,39.29372,29.510738,61.591712,42.299493,48.236298,42.22132,63.855061,65.939693
"ENSMUSG00000000037","Scml2",6.016153,6.37157,9.61141,4.356377,1.703188,2.49836,6.416845,12.703087,4.586708,2.7315,6.603362,4.025163,7.551936,3.925385
"ENSMUSG00000000049","Apoh",171.825039,1.511936,227.537262,4.664275,2.661221,2.033115,54.073494,5.4212,7.109478,1.299229,59.438415,4.209734,106.559716,1.081233
"ENSMUSG00000000056","Narf",23.378192,18.847146,19.475879,16.704466,20.48532,6.141927,20.454735,21.772924,20.737558,30.843306,24.965462,18.411598,44.539361,20.145063
"ENSMUSG00000000058","Cav2",4.181802,58.969126,7.871958,81.867545,6.240791,36.97851,43.0069,21.537115,37.755691,80.660228,33.321569,29.978533,34.140978,22.806704
"ENSMUSG00000000078","Klf6",18.372868,40.958017,16.680016,66.13018,27.849601,42.015417,70.869982,29.995124,37.429969,116.823285,17.709705,21.332979,17.180364,46.670163
"ENSMUSG00000000085","Scmh1",98.066098,139.224038,115.953931,57.771426,49.32841,59.852278,112.488766,86.177511,123.626217,97.875429,33.152144,31.796829,84.600809,33.514645
"ENSMUSG00000000088","Cox5a",345.425971,298.784874,381.756984,331.040399,397.713204,102.360095,209.819581,304.769654,381.732893,243.028604,520.260555,442.075599,309.304176,442.058643
"ENSMUSG00000000093","Tbx2",1.749069,3.703269,2.278578,4.35005,1.443261,10.4105,5.335052,7.607137,3.375387,11.51632,2.676591,2.965056,1.677178,2.26791
"ENSMUSG00000000094","Tbx4",0,2.731939,0.151348,2.427766,0,3.594361,0.138527,5.172777,2.477153,2.243648,0.290285,1.755306,0.051842,0.893701
"ENSMUSG00000000103","Zfy2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000000120","Ngfr",2.579451,0.182607,16.305378,0.318382,1.676135,0.191556,0.923338,1.2073,0.858168,0.334476,1.321198,1.779196,15.035207,0.345224
"ENSMUSG00000000125","Wnt3",3.596382,15.602261,7.07279,36.723865,5.632332,7.5709,7.914573,61.929715,13.699486,22.744117,2.873798,3.803653,21.758656,4.043993
"ENSMUSG00000000126","Wnt9a",1.867956,10.641565,3.605145,6.740742,2.390923,4.898395,3.656912,5.523017,5.176014,6.302826,3.05058,5.637954,2.646722,2.512889
"ENSMUSG00000000127","Fer",10.295957,30.589886,13.278119,26.150194,18.060215,12.298504,14.166693,14.522776,24.606895,12.719665,7.698225,9.715624,22.809362,21.556099
"ENSMUSG00000000131","Xpo6",63.320599,53.615312,65.311567,39.118178,49.635495,115.407611,65.678115,69.337702,67.236319,100.614397,47.979434,58.479295,72.846964,51.126285
"ENSMUSG00000000134","Tfe3",16.069386,23.170414,20.526563,28.175,18.162673,21.033444,17.855553,42.759002,22.20612,26.993935,28.074314,26.889104,23.280939,35.030334
"ENSMUSG00000000142","Axin2",10.524662,16.35806,26.223673,10.725149,21.732452,5.815339,12.232995,13.714079,9.893768,13.98786,10.732968,7.692209,19.01871,3.942176
"ENSMUSG00000000148","Brat1",10.608314,16.062156,13.878297,13.261593,14.537551,12.716259,17.07382,15.89911,13.06607,25.161688,12.52303,11.798241,20.877437,14.922659
"ENSMUSG00000000149","Gna12",41.281895,73.090363,48.066928,62.749563,44.133407,39.656642,48.002423,49.723576,50.036478,66.397132,38.083507,36.836054,61.953571,66.324438
"ENSMUSG00000000154","Slc22a18",5.070451,0.43532,9.563836,6.886732,0.049571,11.203311,2.358856,4.947323,1.562351,9.542049,6.612651,1.491701,5.178614,2.635067
"ENSMUSG00000000157","Itgb2l",0.131754,2.080983,0.373618,0.525762,1.471616,1.127961,0.376034,0.460847,0.877122,1.152633,1.54241,0.820272,1.296503,6.333437
"ENSMUSG00000000159","Igsf5",3.382012,14.883344,4.738589,26.55838,9.785651,11.79057,14.001883,11.380079,8.384352,21.240624,8.966947,18.759042,5.259873,24.856422
"ENSMUSG00000000167","Pih1d2",1.141747,11.43554,2.813003,4.685863,8.30398,3.380947,7.299181,3.288118,8.661129,7.004494,3.643089,7.164808,4.706018,5.616154
"ENSMUSG00000000168","Dlat",35.236702,49.117357,30.973944,48.637075,41.407025,15.553544,44.911562,42.935175,40.834321,36.995649,45.490377,42.277588,31.205294,52.621593
"ENSMUSG00000000171","Sdhd",179.422442,212.17287,195.400867,179.307321,324.258124,76.239541,191.371663,165.636813,222.805596,172.27481,225.514601,223.335055,188.129328,216.112876
"ENSMUSG00000000182","Fgf23",0.155331,0.03883,0.127216,0.07177,0,0,0.927367,0,0.203336,0,0,0,0.089894,0.304258
"ENSMUSG00000000183","Fgf6",0,0.015481,0.110197,0,0.012442,0.014647,0.02538,0,0.015958,0,0,0,0.035419,0
"ENSMUSG00000000184","Ccnd2",2.807884,2.151026,3.01965,2.777697,2.718357,4.88479,1.49923,1.025449,2.892579,3.01948,1.094952,4.679104,3.870288,2.43403
"ENSMUSG00000000194","Gpr107",18.189181,22.102571,11.767002,31.964981,15.905916,17.57503,20.449361,31.224214,18.249673,35.292715,20.646373,28.8833,17.873485,28.992546
"ENSMUSG00000000197","Nalcn",15.919585,12.167025,14.860203,11.66884,11.739771,4.396185,16.425224,17.04995,15.578768,11.040008,7.143271,4.669213,17.759908,10.63323
"ENSMUSG00000000202","Btbd17",19.978223,17.283717,68.685654,16.791785,4.900384,17.295118,8.649015,24.157777,10.643891,26.415424,21.377223,26.392838,115.832421,12.825776
"ENSMUSG00000000204","Slfn4",0.863769,0.168941,0.146569,1.051197,0.302647,0.589213,0.572803,0.453884,0.961889,0.218389,0.86822,7.611713,0.022791,1.464374
"ENSMUSG00000000214","Th",3.464686,15.279687,5.321818,0.579577,8.730407,7.612059,46.564689,114.182853,11.936034,26.069786,0.827589,2.827019,38.233618,0.290476
"ENSMUSG00000000215","Ins2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000000216","Scnn1g",0.018802,5.063631,0.113996,30.769028,0.038493,6.77529,4.974622,13.876663,5.644456,5.801784,3.446815,9.704598,0.109512,9.023985
"ENSMUSG00000000223","Drp2",3.695886,1.185266,3.819828,0.464151,1.74865,0.571817,2.315955,11.184681,1.87084,1.558904,2.518281,1.374274,3.072505,0.319544
"ENSMUSG00000000244","Tspan32",1.24552,0.23161,0.930891,1.007645,0.41159,2.349834,0.637349,0.428738,0.374516,0.742795,0.463519,0.394347,0.557688,1.33965
"ENSMUSG00000000247","Lhx2",31.327363,17.108171,29.612363,7.507279,13.218927,2.33048,14.476593,12.520439,23.186416,16.039089,28.695521,13.11311,23.693227,2.04416
"ENSMUSG00000000248","Clec2g",0.209918,0.101674,0,0,0.053813,0.10921,0.10659,0.126302,0.435122,0.032698,0,0.033125,0.152939,0.10982
"ENSMUSG00000000253","Gmpr",4.108022,5.898963,6.012714,9.368787,13.877019,15.754858,23.988694,14.303541,15.112151,20.509338,6.307269,6.846393,4.377786,2.725416
"ENSMUSG00000000263","Glra1",0,0,0,0,0,0,0,0,0,0,0.031247,0,0.032384,0
"ENSMUSG00000000266","Mid2",2.421735,12.148554,11.295796,14.354102,7.753847,6.20944,8.80949,41.140648,11.991296,20.306428,12.03478,14.54473,12.894916,11.280773
"ENSMUSG00000000275","Trim25",17.217828,31.12054,16.728834,35.505308,21.008424,16.579184,21.895183,27.402053,28.770376,23.728971,34.669423,42.002472,16.950827,42.900394
"ENSMUSG00000000276","Dgke",13.639378,19.021573,16.591468,15.601422,16.896988,8.035814,21.025951,25.478388,19.591784,29.818611,9.828315,12.475173,8.464405,7.016781
"ENSMUSG00000000278","Scpep1",37.895629,42.40396,38.848897,76.786709,44.135447,29.612059,45.070361,64.444863,45.525268,47.624566,63.009704,86.392822,64.164813,77.161876
"ENSMUSG00000000282","Mnt",15.760811,21.280478,15.587571,19.141285,14.984023,9.961259,16.912099,16.018124,17.097599,23.310162,21.632657,16.621337,21.697071,18.976525
"ENSMUSG00000000290","Itgb2",9.521894,8.688276,3.291786,79.104942,1.610772,17.036026,3.679288,9.229352,10.674909,8.14907,4.081741,12.485076,6.771091,37.672784
"ENSMUSG00000000295","Hddc2",20.939865,12.557812,10.693498,22.674412,17.973873,28.658782,11.082879,41.682826,18.330572,32.177901,32.491968,30.697995,18.176258,29.556607
"ENSMUSG00000000296","Tpd52l1",4.987791,2.374391,0.926245,8.115111,2.128005,5.713251,0.532048,0.519434,2.547748,0.653501,6.030171,5.11985,3.950394,44.355356
"ENSMUSG00000000301","Pemt",30.065257,3.575466,42.878822,6.671314,8.52618,5.132348,11.426198,8.765913,13.083358,4.929013,14.773343,5.767793,17.976059,10.952729
"ENSMUSG00000000303","Cdh1",5.460915,446.385003,5.203464,426.196927,235.870485,208.645379,351.66195,365.831088,270.205316,249.655103,168.59821,238.996945,22.245682,308.370429
"ENSMUSG00000000305","Cdh4",3.14641,7.045002,7.040972,3.764393,5.5187,2.503649,15.379076,12.886234,8.959435,9.491473,2.43809,1.059431,8.207658,1.283526
"ENSMUSG00000000308","Ckmt1",25.597968,94.620549,25.383504,141.121302,102.540309,134.414336,91.967058,76.773751,69.83484,170.326606,55.579432,91.505178,49.026572,159.999586
"ENSMUSG00000000317","Bcl6b",18.903368,6.865054,30.0954,3.22955,9.577275,1.729727,1.695732,2.161794,4.466334,2.43662,3.450476,3.195774,23.764509,5.374136
"ENSMUSG00000000318","Clec10a",0.836859,0.832914,0.862085,1.401256,0.316317,1.464934,0.236357,1.045445,0.903414,0.73623,1.004996,0.747603,2.3403,0.510217
"ENSMUSG00000000320","Alox12",0.417748,0.332786,0.386525,0.501736,0.234187,0.27195,1.513491,0.424037,0.139482,0.787909,0.09969,0.272545,0.399095,0.142599
"ENSMUSG00000000325","Arvcf",41.937015,29.610366,52.130811,21.534714,21.060947,16.165801,25.319897,28.556097,29.235853,25.007728,28.385547,20.220472,51.966182,17.87535
"ENSMUSG00000000326","Comt",71.17994,63.812839,116.940214,106.255779,48.900226,72.073144,65.861231,83.842157,56.597475,74.156122,53.718024,57.935866,121.809149,75.748471
"ENSMUSG00000000339","Rtca",38.670884,50.891118,62.019753,48.08764,53.554047,21.575792,58.058922,79.836054,61.992045,62.910032,67.425903,59.626266,55.575811,44.190091
"ENSMUSG00000000340","Dbt",9.04004,10.398821,13.032426,24.816663,15.078328,7.336222,11.9984,18.032665,13.252604,9.036581,20.652656,19.057335,16.365608,12.147255
"ENSMUSG00000000346","Dazap2",146.942712,200.29723,123.770435,216.308159,149.020248,106.414408,244.603116,212.244416,191.70359,241.454299,83.560044,104.47522,110.166352,151.993446
"ENSMUSG00000000355","Mcts1",76.713768,95.461127,68.094421,73.905677,84.295315,83.10691,76.650594,168.334944,93.259919,118.062968,138.480248,128.608913,104.532281,87.452787
"ENSMUSG00000000359","Rem1",1.29109,0.861292,1.957211,3.221667,0.654896,4.264254,0.494943,1.102804,0.903134,2.137306,0.20803,0.730733,0.667669,0.642627
"ENSMUSG00000000365","Rnf17",0.26151,0.106699,0,0.217008,0,0.382442,0.131949,0,0,0,0.552916,0.812877,0.482119,0.061129
"ENSMUSG00000000374","Trappc10",28.95159,38.533085,46.620382,35.676973,25.167098,14.642393,37.131784,53.691289,35.420337,44.302723,22.241061,20.627725,47.065291,28.169741
"ENSMUSG00000000378","Ccm2",33.600654,39.842477,37.592549,44.941906,30.861682,51.016298,24.100291,34.055091,40.424459,30.05944,60.436923,48.105075,59.969629,46.617942
"ENSMUSG00000000381","Wap",0.082638,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000000384","Tbrg4",44.745826,32.333199,43.42506,33.101573,46.929528,24.998436,26.143379,27.664393,32.441535,19.859221,77.379468,70.350145,60.081379,60.715158
"ENSMUSG00000000385","Tmprss2",0.604496,25.012601,0.706543,21.586589,1.308215,8.383125,0.758038,8.006435,13.911701,5.820734,5.195546,14.132416,3.306007,18.533466
"ENSMUSG00000000386","Mx1",1.283243,2.138902,0.269334,12.309117,0.421748,7.396179,2.285573,3.846032,11.588223,2.807894,3.905624,11.738047,0.434286,12.290062
"ENSMUSG00000000392","Fap",0.886979,1.44789,0.741194,0.158396,1.206581,1.242873,1.779399,1.308853,0.828685,3.810106,1.224452,1.902865,1.1051,0.786579
"ENSMUSG00000000394","Gcg",0,0,0.119583,2.510418,0.120246,0.13637,0,0.069879,0,0,0.249757,0.225396,0.42817,0.359502
"ENSMUSG00000000399","Ndufa9",90.716496,122.240607,122.253295,128.967069,123.54694,107.83848,102.040158,140.958177,121.558286,82.342076,96.939593,101.313499,98.954181,133.747496
"ENSMUSG00000000402","Egfl6",1.031722,0.660625,9.891496,23.802768,0.044107,2.165195,1.214013,4.583738,21.116704,0.385921,3.555426,2.573455,7.352402,7.573908
"ENSMUSG00000000409","Lck",4.62515,9.665755,2.61167,5.222838,6.748894,4.79113,5.238535,6.001403,6.80426,6.253402,3.34133,6.739699,3.996695,8.175472
"ENSMUSG00000000411","Tssk3",0,0.288849,0.275408,0,0,0.113507,0.483239,0.211629,0.23884,0.527932,0.127028,0.05798,0,0.273821
"ENSMUSG00000000416","Cttnbp2",21.698893,37.898647,31.519095,21.377053,30.684814,31.360007,37.708388,36.917366,28.052696,55.243443,5.254555,4.587524,22.168374,8.447761
"ENSMUSG00000000420","Galnt1",38.997679,65.671943,39.412846,118.168914,45.165027,29.158598,50.684953,75.33475,52.243899,79.510398,38.190414,99.690562,63.134612,80.737349
"ENSMUSG00000000435","Myf5",0,0.03938,0,0.036999,0,0,0,0.035925,0,0,0.042242,0,0,0
"ENSMUSG00000000439","Mkrn2",16.867826,16.891927,20.4947,13.813702,16.653276,9.475421,19.973975,19.911127,15.235917,16.49183,11.962263,12.479685,19.018949,17.377247
"ENSMUSG00000000440","Pparg",2.432315,0.794234,1.180305,5.879508,3.034072,4.581029,3.56046,10.068383,2.261497,6.687527,1.072139,2.095256,1.752977,3.831508
"ENSMUSG00000000441","Raf1",87.610827,112.925246,123.01566,99.462985,91.881697,178.73284,106.61358,112.364795,102.833308,91.436113,88.399755,78.283296,125.566717,116.651218
"ENSMUSG00000000486","Sept1",19.72837,15.096475,26.501024,9.236189,22.957933,55.82595,18.938755,11.750254,18.757048,43.696763,20.316304,22.698805,29.179377,12.838894
"ENSMUSG00000000489","Pdgfb",1.648937,12.983393,2.633884,37.661104,6.089643,16.433593,17.660999,9.683119,11.486432,21.244043,1.576142,9.482801,4.508081,17.807971
"ENSMUSG00000000530","Acvrl1",1.726138,6.651102,2.10483,18.847744,1.138499,10.166182,1.706134,13.581044,7.642241,11.109554,1.325101,4.584456,2.813562,10.558151
"ENSMUSG00000000531","Grasp",7.29145,26.608325,5.298666,32.903712,16.444864,34.431738,22.283853,23.569313,27.238669,23.748105,33.170502,20.018867,2.90169,51.47373
"ENSMUSG00000000532","Acvr1b",11.978641,25.562911,18.756664,35.921651,20.247372,18.762701,34.786156,23.582526,22.453141,26.264589,15.30909,15.556183,17.115461,25.116264
"ENSMUSG00000000538","Tom1l2",26.286187,48.215694,24.702714,35.586775,26.657935,29.818513,51.078607,61.228301,39.790068,51.809724,27.825902,24.783054,44.262444,31.506817
"ENSMUSG00000000544","Gpa33",0.448966,4.109356,0.573191,37.799062,2.286804,40.756112,2.170824,15.071981,6.76122,57.294366,20.359531,46.793113,1.193028,10.186055
"ENSMUSG00000000552","Zfp385a",12.334803,4.711753,14.713535,8.808024,1.618055,9.09926,4.226301,23.169548,4.705139,10.571348,6.159776,4.71483,10.725644,6.131506
"ENSMUSG00000000555","Itga5",3.548508,2.298369,2.433529,14.057876,1.597761,7.345622,3.673292,18.599783,2.987736,7.323666,1.574835,5.741592,5.436004,4.660209
"ENSMUSG00000000560","Gabra2",0.109984,0.038521,0.090669,0,0,0.042423,0.03287,0.053356,0,0.055314,0.020406,0.097125,1.209419,0
"ENSMUSG00000000561","Wdr77",56.949796,41.402753,56.608235,38.487906,54.929386,12.148208,25.958217,35.872494,37.910621,34.399426,83.323997,65.839338,54.108343,62.43146
"ENSMUSG00000000562","Adora3",0.04021,0,0,1.37102,0.040739,0.332332,0.041095,0.119147,0,0.363063,0.28551,0.142312,0.729946,0.114226
"ENSMUSG00000000563","Atp5f1",255.225865,230.644648,344.807673,234.657885,314.270902,102.495888,203.391353,215.870319,277.484827,170.204432,334.261499,319.100484,284.011925,280.678319
"ENSMUSG00000000567","Sox9",1.785238,0.699747,1.639792,3.943947,0.082206,2.668419,0.822302,0.106515,0.538726,0.13042,1.16676,0.204682,2.425521,0.06812
"ENSMUSG00000000568","Hnrnpd",561.963942,675.006769,715.944303,382.069257,507.856333,272.864334,464.142229,403.689687,520.73702,539.410825,340.811347,300.89092,495.789029,353.506854
"ENSMUSG00000000579","Dynlt1c",56.745903,136.145313,65.361682,60.209935,89.687493,54.358178,150.414396,128.205759,132.326851,139.014834,53.987635,60.15362,170.307177,80.422366
"ENSMUSG00000000581","C1d",72.971375,84.899555,68.938911,63.791248,74.702289,15.641614,85.027081,98.834379,93.569044,82.093901,83.161059,72.284522,72.331823,42.214749
"ENSMUSG00000000594","Gm2a",15.661632,18.35893,16.141454,40.50054,13.856427,29.774666,19.45792,33.027331,23.150383,21.728713,20.155486,27.366416,21.054479,25.167654
"ENSMUSG00000000600","Krit1",35.038044,38.837854,52.595922,30.874673,40.913211,35.038028,41.878049,51.088084,45.129316,62.538629,31.502654,36.523638,59.448611,36.916406
"ENSMUSG00000000605","Clcn4",32.406194,46.716281,44.305554,43.011513,39.659986,34.884068,43.216096,57.439602,44.135471,67.031631,35.447715,38.707292,58.945045,53.559239
"ENSMUSG00000000606","Vmn2r88",0.045817,0,0,0,0,0,0.044929,0,0.039845,0,0,0,0,0.031029
"ENSMUSG00000000617","Grm6",0,0,0,0,0.017223,0.06369,0,0,0.050202,0,0,0,0,0
"ENSMUSG00000000627","Sema4f",4.142972,4.692251,5.508185,10.13989,3.423739,9.496349,6.129274,9.737146,6.96181,9.42156,4.669815,3.979065,5.998874,10.748933
"ENSMUSG00000000628","Hk2",0.594251,2.040225,0.502428,24.862132,11.43682,34.88596,3.764718,13.877569,11.489741,5.975461,36.121718,46.778712,1.283912,36.063469
"ENSMUSG00000000631","Myo18a",30.029053,33.522477,49.280152,28.18612,17.037828,23.838533,24.996263,52.554879,21.460945,35.364744,36.317102,32.678742,40.203218,22.084781
"ENSMUSG00000000632","Sez6",49.511988,89.609924,77.445364,32.443477,35.540884,17.828177,48.715001,49.654568,73.824278,37.681867,18.327663,12.952757,99.311579,14.825806
"ENSMUSG00000000673","Haao",10.844434,0.062962,15.128972,0.404611,0.100646,3.826883,2.853154,0.688543,0.842369,0.444874,13.129516,0.76104,9.008179,0.297401
"ENSMUSG00000000682","Cd52",53.89214,46.501501,19.67761,137.59749,12.987698,338.333419,23.912211,49.756519,135.473805,30.31132,23.406599,92.209539,24.889959,69.875495
"ENSMUSG00000000686","Abhd15",13.285862,17.20668,13.304036,15.356253,19.127262,2.846225,24.388683,40.648969,20.933005,14.388746,9.720329,12.420867,26.225418,15.72338
"ENSMUSG00000000690","Hoxb6",132.162271,167.53334,291.027018,21.532308,89.843974,98.482037,150.491143,17.329164,91.109266,40.540284,177.754623,114.387322,1.511648,127.839876
"ENSMUSG00000000693","Loxl3",5.101746,4.834303,10.555228,1.831047,0.62758,4.87611,2.230259,4.675532,4.634387,5.820843,2.452812,6.130473,4.272876,0.841274
"ENSMUSG00000000701","Tcl1b5",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000000706","Btn1a1",0.068013,0,0.051608,0,0.304155,0,0,0.259863,0.0223,0.346008,0.095832,0.021742,0.024791,0
"ENSMUSG00000000708","Kat2b",33.232046,33.55942,36.908631,31.060384,30.091253,18.260929,43.060651,44.073744,35.887901,33.171797,17.257219,16.291932,31.278185,29.861584
"ENSMUSG00000000711","Rab5b",58.300744,91.803533,58.560959,80.342914,58.000694,32.593964,75.445447,85.679019,72.679648,71.73286,44.905157,36.430081,70.14972,70.456085
"ENSMUSG00000000724","Cryba1",0.097769,0.126536,0.049013,0,0.150004,0,0.050333,0,0.064069,0,0,0,0,0
"ENSMUSG00000000730","Dnmt3l",0.241458,0.154214,0,0.922281,0.061072,0.368594,0.126458,0.16532,0.466143,0.137158,0,0.65006,0.087007,0.102469
"ENSMUSG00000000731","Aire",0.14857,1.258477,0.15106,1.267978,0.218998,1.336862,3.197106,8.412134,1.943015,3.340115,1.130182,2.340784,2.368909,0.430123
"ENSMUSG00000000732","Icosl",4.626188,18.831905,9.232721,22.376708,5.265472,15.377882,19.176013,23.618923,15.270212,21.037646,5.116808,8.834147,16.159963,16.108719
"ENSMUSG00000000738","Spg7",54.076194,63.495976,69.911221,49.526684,55.961796,67.678071,50.011666,64.982001,66.687836,47.028553,68.807974,66.189452,93.260581,53.499718
"ENSMUSG00000000739","Sult5a1",0.176291,0.750549,0.281199,0.122017,0.205803,3.842526,0.292069,1.425035,0.323768,2.022224,0.550841,0.127568,0.320738,0.412599
"ENSMUSG00000000740","Rpl13",1938.041672,1509.104377,1786.985423,1394.162795,2362.705904,1545.583229,1142.376937,1075.954185,1634.296158,1018.215366,2990.971936,2630.520964,1844.883314,1889.067715
"ENSMUSG00000000743","Chmp1a",44.600437,83.68326,50.182427,92.034275,71.631064,64.344984,97.872248,88.241257,81.80073,92.205721,82.645639,80.642343,108.707546,85.241249
"ENSMUSG00000000751","Rpa1",159.327623,248.753127,131.789778,255.682872,139.392772,54.427831,192.973349,264.642269,193.805302,157.107978,202.544064,186.745425,244.531885,210.207786
"ENSMUSG00000000753","Serpinf1",23.767234,3.257361,39.825896,3.123456,1.957047,7.223432,10.403342,11.795197,6.255035,9.497235,21.699582,9.107965,71.665371,3.135117
"ENSMUSG00000000759","Tubgcp3",132.987642,188.518392,116.125015,114.408699,238.244861,167.665321,155.304167,115.664304,254.018673,156.653042,112.838877,118.222241,137.516434,98.233477
"ENSMUSG00000000766","Oprm1",0,0.082474,0,0,0,0.035018,0,0,0,0,0.042333,0,0,0
"ENSMUSG00000000776","Polr3d",33.791136,27.380534,28.836253,22.316125,29.884253,15.513305,29.776052,27.03462,23.739543,23.356691,37.093819,30.698271,28.477271,27.70878
"ENSMUSG00000000782","Tcf7",3.85271,4.634393,7.217453,5.503024,1.271425,4.10958,3.94129,3.788624,2.251915,8.135814,1.422878,1.877226,1.701051,1.937957
"ENSMUSG00000000787","Ddx3x",217.071103,236.049502,232.047915,166.474709,211.301716,49.476525,165.681151,288.616364,192.284732,208.041574,192.136692,181.356223,203.226743,139.064579
"ENSMUSG00000000791","Il12rb1",0.359686,0.089692,0.109049,1.256799,0.018164,0.75576,0.080591,0.064847,0.295163,0.660128,0.052295,0.298087,0.349524,0.036834
"ENSMUSG00000000792","Slc5a5",1.070583,2.747818,0.259682,0.599776,1.903976,1.910258,1.682086,0.062345,0.999815,1.002999,0.731044,1.859133,0.105931,3.033559
"ENSMUSG00000000794","Kcnn3",0.309522,9.014832,9.14465,8.250538,2.853409,3.044829,10.567186,15.511529,7.405048,9.209393,1.658589,4.721097,21.594602,4.727317
"ENSMUSG00000000804","Usp32",13.102029,20.617508,17.826848,15.839982,15.260044,4.925195,17.036839,26.270674,16.192262,19.44708,14.983802,14.129683,15.786578,13.896972
"ENSMUSG00000000805","Car4",0.200161,1.270786,0.049773,18.407921,0.403006,1.314722,0.208161,1.872361,0.390018,0.251625,0.490765,1.759066,0.755964,8.562916
"ENSMUSG00000000811","Txnrd3",4.851952,7.572176,4.648954,8.09664,4.711769,7.5719,9.448686,17.849976,6.705229,10.671753,3.100167,2.866378,3.190418,3.617992
"ENSMUSG00000000817","Fasl",0.48855,0.336562,0.589392,0.438505,0.264974,0.292551,0.523538,0.077866,0.684399,0.205934,0.184218,0.166099,0.237387,0.067304
"ENSMUSG00000000823","Zfp512b",82.922759,83.013999,94.703361,58.22674,108.593779,59.561291,176.828629,171.982617,71.368772,155.352189,91.77657,72.691843,121.980594,58.170172
"ENSMUSG00000000826","Dnajc5",53.388097,76.732728,57.663509,69.625026,87.115468,24.226327,96.630487,127.291357,56.146179,83.053291,61.24282,48.987073,84.390099,65.727448
"ENSMUSG00000000827","Tpd52l2",64.756942,73.905568,64.259042,83.289007,111.837279,74.23708,111.841872,108.900067,75.988514,111.868995,81.516077,71.597762,71.51147,71.239238
"ENSMUSG00000000838","Fmr1",81.78595,107.81524,93.646725,64.764818,90.247706,18.434019,136.992191,139.262276,96.659924,90.870327,111.959018,89.794367,94.490553,70.524659
"ENSMUSG00000000861","Bcl11a",0.190939,0.130878,0.196188,0.161051,0.039392,0.902747,0,0.274435,0.102831,0.666302,0.08549,0.418954,0.165596,0.148087
"ENSMUSG00000000869","Il4",4.175463,3.743333,2.311976,5.356563,2.35643,1.630755,3.874467,3.585643,4.900952,4.397297,4.814078,2.72254,6.949717,2.215216
"ENSMUSG00000000876","Pxmp4",16.346598,22.86095,13.575616,26.876693,25.994919,27.656017,26.263301,51.73216,28.605008,22.257567,23.402114,18.821041,22.591696,49.364142
"ENSMUSG00000000881","Dlg3",27.034815,43.761043,29.91686,45.595013,45.163113,40.504267,50.820422,67.855564,44.110658,48.610218,65.399248,53.81361,34.469289,38.891767
"ENSMUSG00000000884","Gnb1l",7.285585,23.44148,18.065123,19.402744,16.154945,16.306233,29.819802,24.671892,25.090919,27.971657,11.422121,10.368991,24.989266,10.939283
"ENSMUSG00000000889","Dbh",0,0,0.021583,0,0,0.05607,0,0.124587,0.028193,0.027304,0.060602,0,0,0
"ENSMUSG00000000901","Mmp11",5.161553,18.705637,12.844702,13.302119,2.936463,19.004467,5.078856,19.121955,13.424993,12.148285,4.162883,8.076382,6.19725,5.766577
"ENSMUSG00000000902","Smarcb1",77.435779,109.659449,92.826546,90.798057,84.722655,77.757563,83.485783,63.04738,94.591248,61.767129,86.91064,53.831108,86.488577,97.749735
"ENSMUSG00000000903","Vpreb3",0.282602,1.287693,0.713526,3.790786,0.607987,8.122084,0.2957,0.815594,5.377299,0.285765,0.393134,0.885338,3.045064,0.28149
"ENSMUSG00000000915","Hip1r",13.014455,50.549913,31.503767,43.93983,29.309392,33.714367,58.072435,46.590911,39.68608,69.373108,26.643954,27.193981,42.636661,39.787682
"ENSMUSG00000000916","Nsun5",28.494223,22.756984,31.721338,11.49058,23.497062,25.096271,22.807256,23.005381,23.313551,27.831711,20.81035,19.480092,33.177156,19.287505
"ENSMUSG00000000934","Top1mt",5.391574,5.677233,6.20251,8.238153,6.02954,11.07403,8.946141,16.127847,5.437132,9.585186,7.971523,9.404977,10.065555,5.33414
"ENSMUSG00000000938","Hoxa10",0,0,0,0,0,0,0,0.081915,0.10168,0,0,0.358427,0,0.360083
"ENSMUSG00000000942","Hoxa4",0.158961,0.078965,0.265017,0.106074,0.064695,0.431669,0.348036,0.106626,0.041387,0.49252,0.086391,0.243058,0,0
"ENSMUSG00000000948","Gm38393",3.93923,3.070638,0.958552,6.136515,4.722392,0.30829,5.998356,10.582142,2.354133,3.562111,5.855609,4.943755,5.997326,9.245828
"ENSMUSG00000000957","Mmp14",11.818547,28.621357,29.151366,54.130318,6.419142,18.181616,8.147975,19.233497,23.583237,22.073386,5.705621,23.009108,56.24276,19.340223
